L.B. Landscaping Inc,,,,,,,,,
,07/25/2022,Invoice,1948-5915,Service,,1,"2,726.00  ","2,726.00  ","100,604.58  "
,07/25/2022,Invoice,1948-5926,Service,,1,"1,700.00  ","1,700.00  ","102,304.58  "
,07/25/2022,Invoice,1948-5884,Service,,1,"1,644.98  ","1,644.98  ","103,949.56  "
,07/25/2022,Invoice,1948-5925,Service,,1,"4,530.00  ","4,530.00  ","108,479.56  "
,07/27/2022,Invoice,1948-5930,Service,,1,"11,037.51  ","11,037.51  ","119,517.07  "
,07/27/2022,Invoice,1948-5929,Service,,1,"1,240.00  ","1,240.00  ","120,757.07  "
,07/27/2022,Invoice,1948-5918,Service,,1,"2,277.19  ","2,277.19  ","123,034.26  "
,07/28/2022,Invoice,1948-5922,Service,,1,"5,826.00  ","5,826.00  ","128,860.26  "
,07/28/2022,Invoice,1948-5916,Service,,1,"5,360.00  ","5,360.00  ","134,220.26  "
,07/28/2022,Invoice,1948-5928,Service,,1,600.00  ,600.00  ,"134,820.26  "
Total for July 2022,,,,,,,,"$134,820.26  ",
August 2022,,,,,,,,,
,08/04/2022,Invoice,1948 - 5940R,Service,,1,"6,034.52  ","6,034.52  ","6,034.52  "
,08/05/2022,Invoice,1948-5913,Service,,1,"7,665.68  ","7,665.68  ","13,700.20  "
,08/05/2022,Invoice,1948-5939,Sales,,,,"4,428.00  ","18,128.20  "
,08/05/2022,Invoice,1948-5942R,Service,,1,"22,722.30  ","22,722.30  ","40,850.50  "
,08/05/2022,Invoice,1948 - 5938,Service,,1,"4,550.00  ","4,550.00  ","45,400.50  "
,08/05/2022,Invoice,1948-5943R,Service,,1,"2,524.70  ","2,524.70  ","47,925.20  "
,08/05/2022,Invoice,1948-5944,Sales,,,,397.94  ,"48,323.14  "
,08/08/2022,Invoice,1948-5932,Service,,1,497.19  ,497.19  ,"48,820.33  "
,08/08/2022,Invoice,1948-5935,Service,,1,613.35  ,613.35  ,"49,433.68  "
,08/08/2022,Invoice,1948-5946,Service,,1,"1,620.80  ","1,620.80  ","51,054.48  "
,08/08/2022,Invoice,1948-5933,Service,,1,920.68  ,920.68  ,"51,975.16  "
,08/08/2022,Invoice,1948-5955,Service,,1,"2,440.00  ","2,440.00  ","54,415.16  "
,08/11/2022,Invoice,1948-5957,Service,,1,"12,585.00  ","12,585.00  ","67,000.16  "
,08/11/2022,Invoice,1948-5950,Sales,,,,"1,296.82  ","68,296.98  "
,08/11/2022,Invoice,1948-5934,Sales,,,,"1,351.70  ","69,648.68  "
,08/11/2022,Invoice,1948-5959,Service,,1,"1,940.00  ","1,940.00  ","71,588.68  "
,08/11/2022,Invoice,1948-5961,Service,,1,"2,647.15  ","2,647.15  ","74,235.83  "
,08/11/2022,Invoice,1948-5945,Service,,1,"1,899.89  ","1,899.89  ","76,135.72  "
,08/11/2022,Invoice,1948-5958,Service,,1,"2,383.96  ","2,383.96  ","78,519.68  "
,08/11/2022,Invoice,1948-5962,Service,,1,"3,495.00  ","3,495.00  ","82,014.68  "
,08/11/2022,Invoice,1948-5963,Service,,1,"9,870.00  ","9,870.00  ","91,884.68  "
,08/11/2022,Invoice,1948-5964,Sales,,,,"2,480.00  ","94,364.68  "
,08/11/2022,Invoice,1948-5936,Service,,1,"33,948.00  ","33,948.00  ","128,312.68  "
,08/11/2022,Invoice,1948-5931,Service,,1,720.61  ,720.61  ,"129,033.29  "
,08/11/2022,Invoice,1948-5965,Service,,1,"4,960.00  ","4,960.00  ","133,993.29  "
,08/11/2022,Invoice,1948-5947,Service,,1,797.13  ,797.13  ,"134,790.42  "
,08/11/2022,Invoice,1948-5956,Service,,1,"2,129.00  ","2,129.00  ","136,919.42  "
,08/16/2022,Invoice,1948-5952,Service,,1,87.00  ,87.00  ,"137,006.42  "
,08/16/2022,Invoice,1948-5821,Service,,1,"24,762.61  ","24,762.61  ","161,769.03  "
,08/16/2022,Invoice,1948-5948,Service,,1,"1,589.79  ","1,589.79  ","163,358.82  "
,08/16/2022,Invoice,1948-5953,Service,,1,"1,886.50  ","1,886.50  ","165,245.32  "
,08/16/2022,Invoice,1948-5967R,Service,,1,"5,678.00  ","5,678.00  ","170,923.32  "
,08/16/2022,Invoice,1948-5966,Service,,1,"5,360.00  ","5,360.00  ","176,283.32  "
,08/16/2022,Invoice,1948-5970,Service,,1,277.14  ,277.14  ,"176,560.46  "
,08/16/2022,Invoice,1948-5949,Service,,1,"1,089.85  ","1,089.85  ","177,650.31  "
,08/16/2022,Invoice,1948-5951,Service,,1,674.50  ,674.50  ,"178,324.81  "
,08/16/2022,Invoice,1948-5954,Service,,1,797.23  ,797.23  ,"179,122.04  "
,08/17/2022,Invoice,1948-5978,Service,,1,"1,240.52  ","1,240.52  ","180,362.56  "
,08/17/2022,Invoice,1948-5971,Service,,1,"2,485.48  ","2,485.48  ","182,848.04  "
,08/17/2022,Invoice,1948-5868,Service,,1,"54,240.55  ","54,240.55  ","237,088.59  "
,08/17/2022,Invoice,1948-5968,Service,,1,"1,680.08  ","1,680.08  ","238,768.67  "
,08/17/2022,Invoice,1948-5973,Service,,1,"11,164.64  ","11,164.64  ","249,933.31  "
,08/17/2022,Invoice,1948-5974,Service,,1,"2,830.00  ","2,830.00  ","252,763.31  "
,08/17/2022,Invoice,1948-5937,Service,,1,"62,545.13  ","62,545.13  ","315,308.44  "
,08/19/2022,Invoice,1948-5975,Sales,,,,"1,240.00  ","316,548.44  "
,08/19/2022,Invoice,1948-5975,Service,,1,0.00  ,0.00  ,"316,548.44  "
,08/19/2022,Invoice,1948-5969,Service,,1,"3,796.64  ","3,796.64  ","320,345.08  "
,08/19/2022,Invoice,1948-5972,Service,,1,0.00  ,,"320,345.08  "
,08/19/2022,Invoice,1948-5972,Service,,1,575.44  ,575.44  ,"320,920.52  "
,08/19/2022,Invoice,1948-5980,Service,,1,"1,240.00  ","1,240.00  ","322,160.52  "
,08/20/2022,Invoice,1948-5923,Service,,1,"1,323.58  ","1,323.58  ","323,484.10  "
,08/26/2022,Invoice,1948-5991,Service,,1,"3,840.00  ","3,840.00  ","327,324.10  "
Total for August 2022,,,,,,,,"$327,324.10  ",
September 2022,,,,,,,,,
,09/01/2022,Invoice,1948-5997,Service,,1,"2,480.00  ","2,480.00  ","2,480.00  "
,09/01/2022,Invoice,1948-5979,Sales,,1,0.00  ,0.00  ,"2,480.00  "
,09/01/2022,Invoice,1948-5979,Sales,,,,"3,500.00  ","5,980.00  "
,09/07/2022,Invoice,1948-6005,Service,,1,"3,460.00  ","3,460.00  ","9,440.00  "
,09/08/2022,Invoice,1948-5982,Service,,1,"1,849.12  ","1,849.12  ","11,289.12  "
,09/08/2022,Invoice,1948-5994,Service,,1,330.24  ,330.24  ,"11,619.36  "
,09/08/2022,Invoice,1948-5981,Service,,1,"2,084.41  ","2,084.41  ","13,703.77  "
,09/08/2022,Invoice,1948-5990,Service,,1,"1,349.95  ","1,349.95  ","15,053.72  "
,09/08/2022,Invoice,1948-5984,Service,,1,"1,815.13  ","1,815.13  ","16,868.85  "
,09/08/2022,Invoice,1948-5983,Service,,1,"3,780.00  ","3,780.00  ","20,648.85  "
,09/08/2022,Invoice,1948-5988,Service,,1,"4,956.00  ","4,956.00  ","25,604.85  "
,09/08/2022,Invoice,1948-5993,Service,,1,"1,485.10  ","1,485.10  ","27,089.95  "
,09/08/2022,Invoice,1948-5977,Service,,1,"4,327.40  ","4,327.40  ","31,417.35  "
,09/08/2022,Invoice,1948-5987,Service,,1,"2,141.70  ","2,141.70  ","33,559.05  "
,09/08/2022,Invoice,1948-5989,Service,,1,"58,796.00  ","58,796.00  ","92,355.05  "
,09/08/2022,Invoice,1948-6001,Service,,1,"12,531.18  ","12,531.18  ","104,886.23  "
,09/08/2022,Invoice,1948-5976,Service,,1,"2,187.15  ","2,187.15  ","107,073.38  "
,09/13/2022,Invoice,1948-6006,Service,,1,"1,668.10  ","1,668.10  ","108,741.48  "
,09/13/2022,Invoice,1948-6010,Service,,1,"1,270.00  ","1,270.00  ","110,011.48  "
,09/13/2022,Invoice,1948-6000,Service,,1,"1,570.00  ","1,570.00  ","111,581.48  "
,09/13/2022,Invoice,1948-6007,Service,,1,"3,764.95  ","3,764.95  ","115,346.43  "
,09/13/2022,Invoice,1948-6004,Service,,1,940.50  ,940.50  ,"116,286.93  "
,09/13/2022,Invoice,1948-6011,Service,,1,217.63  ,217.63  ,"116,504.56  "
,09/13/2022,Invoice,1948-6002,Service,,1,"1,394.50  ","1,394.50  ","117,899.06  "
,09/13/2022,Invoice,1948-5992,Service,,1,"3,500.00  ","3,500.00  ","121,399.06  "
,09/21/2022,Invoice,1948-5985,Service,,1,"2,612.20  ","2,612.20  ","124,011.26  "
,09/28/2022,Invoice,1948-6012,Service,,1,"1,782.49  ","1,782.49  ","125,793.75  "
,09/28/2022,Invoice,1948-6009,Service,,1,"1,751.41  ","1,751.41  ","127,545.16  "
,09/28/2022,Invoice,1948-6025,Service,,1,"2,142.11  ","2,142.11  ","129,687.27  "
,09/28/2022,Invoice,1948-6021,Service,,1,910.24  ,910.24  ,"130,597.51  "
,09/28/2022,Invoice,1948-6017,Service,,1,288.86  ,288.86  ,"130,886.37  "
,09/28/2022,Invoice,1948-6014,Service,,1,"1,459.00  ","1,459.00  ","132,345.37  "
,09/28/2022,Invoice,1948-6013,Service,,1,"2,650.00  ","2,650.00  ","134,995.37  "
,09/28/2022,Invoice,1948-6024,Service,,1,900.43  ,900.43  ,"135,895.80  "
,09/28/2022,Invoice,1948-6018,Service,,1,728.50  ,728.50  ,"136,624.30  "
,09/28/2022,Invoice,1948-6026,Service,,1,"4,367.40  ","4,367.40  ","140,991.70  "
,09/28/2022,Invoice,1948-6028,Service,,1,"1,955.00  ","1,955.00  ","142,946.70  "
,09/28/2022,Invoice,1948-6023R,Service,,1,"1,160.00  ","1,160.00  ","144,106.70  "
,09/28/2022,Invoice,1948-6027R,Service,,1,"9,220.00  ","9,220.00  ","153,326.70  "
,09/28/2022,Invoice,1948-6030,Service,,1,"27,412.20  ","27,412.20  ","180,738.90  "
,09/28/2022,Invoice,1948-6016,Service,,1,"2,480.00  ","2,480.00  ","183,218.90  "
,09/28/2022,Invoice,1948-6008,Service,,1,"1,089.85  ","1,089.85  ","184,308.75  "
,09/28/2022,Invoice,1948-6015,Service,,1,"2,172.49  ","2,172.49  ","186,481.24  "
,09/28/2022,Invoice,1948-5986,Service,,1,"1,530.72  ","1,530.72  ","188,011.96  "
,09/28/2022,Invoice,1948-6019,Service,,1,"1,581.64  ","1,581.64  ","189,593.60  "
,09/28/2022,Invoice,1948-6020,Service,,1,956.68  ,956.68  ,"190,550.28  "
,09/28/2022,Invoice,1948-5999,Service,,1,"1,653.76  ","1,653.76  ","192,204.04  "
,09/28/2022,Invoice,1948-6031,Service,,1,"3,045.80  ","3,045.80  ","195,249.84  "
,09/30/2022,Invoice,1948-6032,Service,,1,790.39  ,790.39  ,"196,040.23  "
,09/30/2022,Invoice,1948-5998,Service,,1,"6,939.60  ","6,939.60  ","202,979.83  "
,09/30/2022,Invoice,1948-6033,Service,,1,"4,415.66  ","4,415.66  ","207,395.49  "
,09/30/2022,Invoice,1948-6022,Sales,,,,"4,270.00  ","211,665.49  "
,09/30/2022,Invoice,1948-5995,Service,,1,"1,649.00  ","1,649.00  ","213,314.49  "
,09/30/2022,Invoice,1948-6029,Sales,,,,"9,700.00  ","223,014.49  "
,09/30/2022,Invoice,1948-5960,Service,,1,"1,340.50  ","1,340.50  ","224,354.99  "
Total for September 2022,,,,,,,,"$224,354.99  ",
October 2022,,,,,,,,,
,10/07/2022,Invoice,1948-6036,Service,,1,"15,000.00  ","15,000.00  ","15,000.00  "
,10/07/2022,Invoice,1948-6034,Service,,1,"1,855.30  ","1,855.30  ","16,855.30  "
,10/07/2022,Invoice,1948-6035,Service,,1,"3,720.00  ","3,720.00  ","20,575.30  "
,10/19/2022,Invoice,1948 - 6053,Service,,1,"2,053.30  ","2,053.30  ","22,628.60  "
,10/19/2022,Invoice,1948 - 6048,Sales,,,,"1,824.00  ","24,452.60  "
,10/19/2022,Invoice,1948 - 6058,Sales,,,,"5,287.00  ","29,739.60  "
,10/19/2022,Invoice,1948-5996,Sales,,,,"1,630.16  ","31,369.76  "
,10/19/2022,Invoice,1948 - 6049,Sales,,,,"6,754.00  ","38,123.76  "
,10/20/2022,Invoice,1948 - 6051,Service,,1,888.99  ,888.99  ,"39,012.75  "
,10/20/2022,Invoice,1948 - 6056,Service,,1,620.50  ,620.50  ,"39,633.25  "
,10/20/2022,Invoice,1948 - 6042,Service,,1,716.50  ,716.50  ,"40,349.75  "
,10/20/2022,Invoice,1948 - 6046,Service,,1,"4,536.00  ","4,536.00  ","44,885.75  "
,10/20/2022,Invoice,1948 - 5998R,Service,,1,"5,731.60  ","5,731.60  ","50,617.35  "
,10/20/2022,Invoice,1948 - 6043,Service,,1,"2,600.00  ","2,600.00  ","53,217.35  "
,10/20/2022,Invoice,1948 - 6050,Service,,1,888.67  ,888.67  ,"54,106.02  "
,10/20/2022,Invoice,1948 - 6041,Service,,1,127.29  ,127.29  ,"54,233.31  "
,10/20/2022,Invoice,1948 - 6044,Service,,1,"1,418.50  ","1,418.50  ","55,651.81  "
,10/20/2022,Invoice,1948 - 6045,Service,,1,923.80  ,923.80  ,"56,575.61  "
,10/26/2022,Invoice,1948 - 6061,Service,,1,674.50  ,674.50  ,"57,250.11  "
,10/26/2022,Invoice,1948 - 5941,Service,,1,"18,296.00  ","18,296.00  ","75,546.11  "
,10/26/2022,Invoice,1948 - 6038,Service,,1,0.00  ,0.00  ,"75,546.11  "
,10/26/2022,Invoice,1948 - 6052,Service,,1,"6,500.00  ","6,500.00  ","82,046.11  "
,10/26/2022,Invoice,1948 - 6069,Service,,1,"2,083.00  ","2,083.00  ","84,129.11  "
,10/26/2022,Invoice,1948 - 6062,Service,,1,125.87  ,125.87  ,"84,254.98  "
,10/26/2022,Invoice,1948 - 6057,Service,,1,620.50  ,620.50  ,"84,875.48  "
,10/26/2022,Invoice,1948 - 6066,Service,,1,310.00  ,310.00  ,"85,185.48  "
,10/26/2022,Invoice,1948 - 6040,Sales,,1,"13,767.93  ","13,767.93  ","98,953.41  "
,10/26/2022,Invoice,1948 - 6047,Service,,1,"2,830.12  ","2,830.12  ","101,783.53  "
,10/26/2022,Invoice,1948 - 6059,Service,,1,"4,253.10  ","4,253.10  ","106,036.63  "
,10/26/2022,Invoice,1948 - 6063,Service,,1,959.95  ,959.95  ,"106,996.58  "
,10/26/2022,Invoice,1948 - 6054,Service,,1,310.00  ,310.00  ,"107,306.58  "
,10/26/2022,Invoice,1948 - 6037,Service,,1,"29,692.00  ","29,692.00  ","136,998.58  "
,10/26/2022,Invoice,1948 - 6068,Service,,1,"14,590.00  ","14,590.00  ","151,588.58  "
,10/26/2022,Invoice,1948 - 6038,Sales,,,,"1,431.70  ","153,020.28  "
Total for October 2022,,,,,,,,"$153,020.28  ",
November 2022,,,,,,,,,
,11/04/2022,Invoice,1948 - 6072,Service,,1,200.00  ,200.00  ,200.00  
,11/04/2022,Invoice,1948 - 6070,Service,,1,"4,960.00  ","4,960.00  ","5,160.00  "
,11/04/2022,Invoice,1948 - 6067,Service,,1,"1,960.00  ","1,960.00  ","7,120.00  "
,11/04/2022,Invoice,1948 - 6076,Service,,1,"2,680.00  ","2,680.00  ","9,800.00  "
,11/04/2022,Invoice,1948 - 6073,Service,,1,"1,840.00  ","1,840.00  ","11,640.00  "
,11/04/2022,Invoice,1948 - 6065,Service,,1,857.00  ,857.00  ,"12,497.00  "
,11/04/2022,Invoice,1948 - 6071,Service,,1,777.10  ,777.10  ,"13,274.10  "
,11/04/2022,Invoice,1948 - 6064,Service,,1,"1,429.21  ","1,429.21  ","14,703.31  "
,11/04/2022,Invoice,1948 - 6020,Service,,1,956.68  ,956.68  ,"15,659.99  "
,11/04/2022,Invoice,1948 - 6055,Service,,1,"6,009.78  ","6,009.78  ","21,669.77  "
,11/04/2022,Invoice,1948 - 6075,Service,,1,"9,555.00  ","9,555.00  ","31,224.77  "
,11/04/2022,Invoice,1948 - 6018a,Service,,1,60.10  ,60.10  ,"31,284.87  "
,11/04/2022,Invoice,1948 - 6074,Service,,1,"1,340.00  ","1,340.00  ","32,624.87  "
,11/04/2022,Invoice,1948 - 6077,Service,,1,"23,638.50  ","23,638.50  ","56,263.37  "
,11/16/2022,Invoice,1948 - 6039,Sales,,,,733.36  ,"56,996.73  "
,11/16/2022,Invoice,1948 - 6039,Service,,1,0.00  ,0.00  ,"56,996.73  "
,11/16/2022,Invoice,1948 - 6084,Service,,1,"9,040.00  ","9,040.00  ","66,036.73  "
,11/16/2022,Invoice,1948 - 6082,Service,,1,"1,653.67  ","1,653.67  ","67,690.40  "
,11/16/2022,Invoice,1948 - 6079,Service,,1,"5,650.53  ","5,650.53  ","73,340.93  "
,11/16/2022,Invoice,1948 - 6060,Service,,1,"21,570.00  ","21,570.00  ","94,910.93  "
,11/16/2022,Invoice,1948 - 6087,Service,,1,"1,200.42  ","1,200.42  ","96,111.35  "
,11/16/2022,Invoice,1948 - 6098,Sales,,,,"3,095.00  ","99,206.35  "
,11/16/2022,Invoice,1948 - 6094,Service,,1,204.00  ,204.00  ,"99,410.35  "
,11/16/2022,Invoice,1948 - 6091,Service,,1,"3,123.90  ","3,123.90  ","102,534.25  "
,11/16/2022,Invoice,1948 - 6080,Service,,1,"1,510.00  ","1,510.00  ","104,044.25  "
,11/16/2022,Invoice,1948 - 6097,Service,,1,"20,300.00  ","20,300.00  ","124,344.25  "
,11/16/2022,Invoice,1948 - 6095,Service,,1,919.95  ,919.95  ,"125,264.20  "
,11/16/2022,Invoice,1948 - 6093,Service,,1,"1,908.95  ","1,908.95  ","127,173.15  "
,11/16/2022,Invoice,1948 - 6088,Service,,1,"1,069.60  ","1,069.60  ","128,242.75  "
,11/16/2022,Invoice,1948 - 6090,Service,,1,"2,802.10  ","2,802.10  ","131,044.85  "
,11/16/2022,Invoice,1948 - 6086,Service,,1,"1,184.54  ","1,184.54  ","132,229.39  "
,11/16/2022,Invoice,1948 - 6089,Service,,1,"4,811.69  ","4,811.69  ","137,041.08  "
,11/16/2022,Invoice,1948 - 6085,Service,,1,"2,031.70  ","2,031.70  ","139,072.78  "
,11/16/2022,Invoice,1948 - 6083,Service,,1,"1,180.00  ","1,180.00  ","140,252.78  "
,11/16/2022,Invoice,1948 - 6081,Service,,1,"1,787.62  ","1,787.62  ","142,040.40  "
,11/16/2022,Invoice,1948 - 6092,Service,,1,"4,704.00  ","4,704.00  ","146,744.40  "
Total for November 2022,,,,,,,,"$146,744.40  ",
December 2022,,,,,,,,,
,12/02/2022,Invoice,1948 - 6099,Sales,,,,"9,518.67  ","9,518.67  "
,12/02/2022,Invoice,1948 - 6111,Service,,1,"1,745.67  ","1,745.67  ","11,264.34  "
,12/02/2022,Invoice,1948 - 6109,Service,,1,"4,960.00  ","4,960.00  ","16,224.34  "
,12/02/2022,Invoice,1948 - 6112,Service,,1,"5,040.00  ","5,040.00  ","21,264.34  "
,12/02/2022,Invoice,1948 - 6106,Service,,1,683.74  ,683.74  ,"21,948.08  "
,12/02/2022,Invoice,1948 - 6103,Sales,,,,225.00  ,"22,173.08  "
,12/02/2022,Invoice,1948 - 6105,Service,,1,633.73  ,633.73  ,"22,806.81  "
,12/02/2022,Invoice,1948 - 6096,Service,,1,789.90  ,789.90  ,"23,596.71  "
,12/02/2022,Invoice,1948 - 6102,Service,,1,"5,542.16  ","5,542.16  ","29,138.87  "
,12/02/2022,Invoice,1948 - 6104,Service,,1,620.00  ,620.00  ,"29,758.87  "
,12/02/2022,Invoice,1948 - 6101,Service,,1,837.18  ,837.18  ,"30,596.05  "
,12/02/2022,Invoice,1948 - 6023RR,Service,,1,95.70  ,95.70  ,"30,691.75  "
,12/02/2022,Invoice,1948 - 6100,Service,,1,"9,062.50  ","9,062.50  ","39,754.25  "
,12/02/2022,Invoice,1948 - 6108,Service,,1,"2,600.00  ","2,600.00  ","42,354.25  "
,12/02/2022,Invoice,1948 - 6078,Service,,1,"2,626.50  ","2,626.50  ","44,980.75  "
,12/02/2022,Invoice,1948 - 6114,Service,,1,"2,560.00  ","2,560.00  ","47,540.75  "
,12/02/2022,Invoice,1948 - 6110,Service,,1,"1,398.00  ","1,398.00  ","48,938.75  "
,12/02/2022,Invoice,1948 - 6107,Service,,1,"4,170.00  ","4,170.00  ","53,108.75  "
Total for December 2022,,,,,,,,"$53,108.75  ",
TOTAL,,,,,,,,"$3,247,133.64  ",
,,,,,,,,,
,,,,,,,,,
"Monday, Dec 12, 2022 08:47:15 PM GMT-8 - Accrual Basis",,,,,,,,,
